5,1203, 2,4033, 1,0176, 16,3049
5,0052, 2,3682, 1,0283, 10,0465
5,6717, 2,4463, 1,0493, 13,5046
4,5103, 17,3347, 1,0854, 25,9838
3,7711, 2,5808, 1,0498, 8,7651
5,3953, 2,4960, 1,0829, 18,5269
3,1606, 2,5940, 1,0634, 8,3643
4,7882, 2,5740, 1,0351, 9,8793
4,9301, 2,4697, 1,0420, 97,4952
5,1169, 2,4775, 1,0424, 10,0212
5,0632, 2,4940, 1,0785, 10,6458
5,4699, 2,9309, 1,0532, 12,7449
4,0846, 2,5335, 1,0483, 9,4911
4,5985, 2,4731, 1,0434, 9,8061
5,5411, 2,5072, 1,0395, 11,9657
4,9291, 3,7886, 1,0498, 11,1553
3,7501, 2,4775, 1,0322, 8,6900
5,3543, 2,4833, 1,0449, 11,9121
4,9755, 2,5131, 1,0424, 10,1777
4,7131, 2,6979, 1,0707, 10,6902
5,2383, 2,4818, 1,0415, 12,0784
4,9745, 2,5794, 1,0493, 10,6126
4,1655, 2,4838, 1,0498, 9,5550
5,3255, 2,5179, 1,0561, 12,5377
4,3474, 2,5028, 1,0980, 9,6530
4,6770, 2,4906, 1,0488, 9,8266
5,4806, 2,4828, 1,0434, 11,7522
5,1295, 2,4726, 1,0298, 9,7891
5,3797, 5,6401, 1,0317, 13,2925
5,3197, 2,4175, 1,0225, 11,5849
5,2875, 2,3951, 1,0215, 9,8827
5,4089, 2,3990, 1,0117, 10,4532
5,2178, 2,3980, 1,0142, 12,2159
4,6917, 2,4185, 1,0312, 9,3897
5,2509, 2,4019, 1,0337, 10,4859
5,3641, 2,6905, 1,0405, 12,2022
4,7141, 2,4424, 1,0273, 9,7657
4,9257, 2,4643, 1,0351, 10,6019
4,9530, 2,3990, 1,0307, 11,9672
4,8809, 2,4263, 1,0161, 9,6740
5,2778, 2,5584, 1,0815, 10,6770
5,2763, 3,4780, 1,0405, 12,8580
3,9993, 2,3980, 1,0190, 8,6593
5,3441, 2,4311, 1,0332, 10,1250
4,9559, 2,4097, 1,0215, 11,7180
5,1734, 2,4063, 1,0229, 9,8578
5,2909, 2,3970, 1,0273, 10,1830
4,7502, 2,4053, 1,0132, 11,1885
5,6947, 2,5745, 1,1507, 10,4044
5,3017, 2,4614, 1,0385, 10,2811
5,6430, 2,5155, 1,0376, 11,3206
5,5962, 2,4638, 1,0332, 9,8920
5,6864, 2,5023, 1,0317, 10,1167
4,9730, 2,4643, 1,0293, 11,2802
5,6054, 2,8120, 1,0639, 10,4356
5,0842, 2,4550, 1,0229, 9,4482
5,1485, 2,4667, 1,0264, 11,2416
5,6191, 2,4697, 1,0424, 10,1904
5,4192, 2,4614, 1,0439, 10,4639
5,0423, 2,4853, 1,0610, 11,6317
5,2163, 2,4892, 1,0498, 10,0880
5,1354, 2,4814, 1,0371, 9,8159
5,6152, 2,4901, 1,0342, 11,5737
5,3251, 2,4809, 1,0220, 9,8729
5,4723, 2,5262, 1,0546, 10,1709
5,2622, 2,4887, 1,0322, 11,3538
5,5757, 2,4799, 1,0268, 10,2089
5,3826, 4,6580, 1,0200, 12,2529
4,9584, 2,4072, 1,0186, 11,5532
5,3060, 2,3946, 1,0322, 9,8920
5,4499, 2,4180, 1,0151, 10,0280
5,5450, 2,4092, 1,0156, 11,2368
5,6459, 2,4004, 1,0132, 9,8827
5,7858, 2,3838, 1,0137, 10,0846
4,6434, 2,3980, 1,0083, 11,2504
5,6571, 2,4194, 1,0171, 10,4039
5,1944, 2,4380, 1,0259, 9,9836
5,3738, 2,4521, 1,0181, 12,5684
4,3182, 2,5940, 1,0200, 8,9450
5,3451, 2,3970, 1,0356, 11,0012
4,9608, 2,9695, 1,0688, 12,1622
4,6546, 2,4828, 1,1205, 9,5545
5,1417, 2,4828, 1,0702, 9,9193
5,6210, 2,4950, 1,0317, 11,4357
5,4372, 2,5209, 1,0420, 10,0397
5,3933, 2,4779, 1,0342, 9,7540
4,8857, 2,4575, 1,0259, 11,2845
5,6254, 2,4760, 1,0356, 10,1031
5,4323, 2,4838, 1,0488, 10,2567
5,5069, 2,4740, 1,0317, 11,5873
5,3353, 2,4779, 1,0498, 9,9236
5,3777, 2,4599, 1,0312, 9,8993
4,9584, 2,4623, 1,0273, 11,5327
5,3694, 4,4128, 1,0693, 12,0038
3,3595, 2,4048, 1,0220, 7,8348
5,3933, 2,3951, 1,0127, 11,4367
5,4713, 2,5262, 1,0342, 10,2864
5,1061, 2,3897, 1,0332, 10,2381
5,3329, 2,4224, 1,0283, 11,6264
5,2427, 2,3921, 1,0054, 9,8447
5,4874, 2,4092, 1,0098, 10,2177
5,0164, 2,3843, 1,1288, 11,6498
5,2217, 2,4136, 1,0410, 9,9675
5,1978, 2,4004, 1,0156, 9,9144
5,6098, 2,3990, 1,0083, 11,4240
5,5133, 2,3912, 1,0098, 10,0543
5,3728, 2,9348, 1,0673, 10,7399
4,7336, 2,4838, 1,0580, 11,7634
5,1549, 2,5209, 1,0639, 10,1094
5,0335, 2,4765, 1,0332, 10,0982
4,7921, 2,5277, 1,0507, 11,8146
5,0320, 2,4901, 1,0634, 10,0134
5,0188, 2,4599, 1,0332, 9,7510
5,3299, 2,4745, 1,0298, 11,7380
5,2290, 2,5077, 1,0351, 9,9617
5,1378, 2,4857, 1,0351, 9,7603
4,7955, 2,4936, 1,0449, 11,9316
4,9467, 2,4984, 1,0878, 10,0217
4,8535, 2,4697, 1,0395, 9,4609
4,2304, 2,5501, 1,0190, 11,6122
5,2773, 2,4038, 1,0166, 9,6199
5,6220, 2,5213, 1,0303, 10,3459
4,8774, 2,4072, 1,0551, 11,4815
5,4084, 2,4048, 1,0220, 9,9193
5,4957, 2,4092, 1,0210, 10,0212
5,3109, 2,4033, 1,0220, 11,5274
5,3182, 2,3897, 1,0122, 10,0153
5,3290, 2,3887, 1,0156, 9,7930
5,7000, 2,4931, 1,0210, 11,3791
5,4904, 2,3887, 1,0127, 10,0231
5,4962, 2,3931, 1,0307, 10,0275
5,1471, 2,4599, 1,3628, 11,9223
4,9735, 2,4887, 1,0351, 9,6082
5,3772, 2,5374, 1,0332, 9,9802
5,6820, 2,4687, 1,0351, 11,4864
5,4387, 2,5735, 1,0610, 10,9837
4,3464, 2,4921, 1,0502, 10,5829
4,7390, 2,5384, 1,1053, 12,5148
4,3791, 2,4960, 1,0590, 9,2698
5,0447, 2,4711, 1,0415, 9,5833
5,1066, 2,4775, 1,0298, 11,3216
5,6327, 2,4818, 1,0293, 9,9597
5,6030, 2,4775, 1,0259, 10,0202
5,3821, 2,4799, 1,0254, 11,2797
5,6264, 2,4867, 1,0415, 10,1489
3,5014, 2,4082, 1,0112, 9,8924
4,7692, 2,3965, 1,0132, 11,4820
5,4143, 2,3965, 1,0137, 9,8549
5,5708, 2,3858, 1,0059, 10,2450
5,3948, 2,4009, 1,0117, 11,5561
5,3475, 2,3916, 1,0108, 9,8408
5,4440, 2,4131, 1,0156, 10,1465
4,9174, 2,4107, 1,0078, 11,5571
5,3387, 2,4189, 1,0083, 9,8305
5,5123, 2,4272, 1,0610, 10,2396
5,5708, 2,4677, 1,0293, 11,6966
5,1851, 2,4058, 1,0917, 9,6447
5,5381, 2,4082, 1,0132, 10,0529
4,9672, 2,4658, 1,0415, 11,2641
