5,2841, 7,2769, 1,8860, 14962,6510
1,4242, 2,3809, 1,0571, 12,7366
5,0496, 2,5682, 1,3253, 10,4566
4,6444, 2,4701, 1,1195, 9,6706
4,6878, 2,7617, 1,0795, 10,2357
4,7707, 9,0830, 1,0912, 16,3234
3,4239, 2,4497, 1,1678, 8,4228
4,9023, 2,5852, 1,0878, 10,0358
4,9252, 2,4350, 1,0732, 9,8344
2,9709, 2,4506, 1,0829, 12,1466
4,9189, 2,4536, 1,0849, 10,0031
5,0544, 2,4516, 1,0902, 9,9822
5,0520, 2,4511, 1,0863, 9,9729
5,0969, 2,4385, 1,0717, 9,9627
5,0959, 2,8524, 1,1985, 10,5478
4,2670, 2,4701, 1,0951, 9,5014
5,0135, 2,8188, 1,0966, 10,3245
4,6853, 2,4487, 1,0834, 9,5979
2,6715, 2,4594, 1,0727, 10,8233
5,1437, 3,1786, 1,2731, 10,9242
4,1548, 2,4614, 1,0815, 9,1113
5,0418, 2,4545, 1,0810, 9,9427
5,0657, 2,5228, 1,0761, 10,0358
4,8950, 2,6096, 1,0922, 10,1265
4,8618, 2,4584, 1,0863, 9,7915
5,0457, 2,4570, 1,0819, 9,9904
5,1013, 2,4487, 1,0824, 9,9685
3,4239, 2,4477, 1,2175, 10,9096
4,9442, 2,4497, 1,0761, 9,8364
5,1407, 2,5009, 1,0741, 10,0368
5,0993, 2,4672, 1,0741, 9,9514
5,1778, 2,4331, 1,0907, 9,9729
5,0559, 2,4882, 1,0863, 10,0397
5,1632, 2,4404, 1,1092, 9,9651
5,1339, 3,5541, 1,9036, 11,9101
3,1074, 2,4731, 1,0980, 8,0966
3,1113, 2,4760, 1,0756, 10,8004
5,0408, 2,4394, 1,0805, 9,9631
5,0778, 2,4394, 1,0712, 9,9709
5,1037, 2,4267, 1,0756, 9,9729
5,1295, 2,4424, 1,0693, 10,0109
5,0671, 2,4453, 1,0795, 9,9783
5,1125, 2,4316, 1,0654, 9,9456
5,1841, 2,4541, 1,0751, 10,0173
5,1656, 2,4336, 1,0761, 9,9656
2,7934, 2,4521, 1,1107, 10,7955
5,1022, 2,4736, 1,1112, 10,0124
5,0501, 2,4750, 1,1117, 9,9812
5,1027, 3,1859, 1,0707, 10,6604
4,4191, 2,5048, 1,0707, 9,3068
5,0535, 2,4433, 1,0659, 9,9115
5,1656, 2,4697, 1,0810, 10,0494
4,9881, 2,4292, 1,0698, 9,9202
5,1247, 2,4433, 1,0683, 10,0070
3,5063, 2,4740, 1,2526, 10,9847
4,8004, 2,4536, 1,1585, 9,8744
4,9325, 4,8297, 1,0941, 12,2949
2,5452, 2,4404, 1,0815, 7,5734
5,0052, 2,4316, 1,1000, 9,9997
5,1149, 2,4482, 1,0941, 9,9900
5,1203, 2,4297, 1,0785, 9,9636
5,1466, 2,4419, 1,0927, 10,0114
4,8194, 2,9977, 1,0854, 10,5634
3,0626, 2,4321, 1,0683, 66,0555
5,1905, 2,4424, 1,0683, 10,0178
5,0179, 2,4619, 1,1639, 10,0768
5,0788, 2,4350, 1,0688, 9,8661
5,1968, 2,5657, 1,0668, 10,1250
5,0642, 2,4267, 1,0659, 9,8383
5,2051, 2,4550, 1,0727, 10,0358
5,0778, 2,4994, 1,0858, 10,0421
5,0505, 2,4463, 1,0917, 9,9431
2,7281, 2,4458, 1,0717, 10,7740
5,1173, 2,4321, 1,0654, 9,9475
5,1919, 2,4653, 1,1112, 10,0787
5,0847, 2,4609, 1,1161, 9,9992
5,0744, 3,1489, 1,0966, 10,6433
4,3630, 2,5311, 1,0717, 9,3453
5,0271, 2,4560, 1,0639, 9,9012
5,1661, 2,4448, 1,0824, 9,9997
5,1032, 2,4380, 1,1580, 10,0509
3,5595, 2,4355, 1,1078, 10,7770
5,1661, 2,4414, 1,0644, 9,9441
5,2202, 2,4609, 1,0727, 10,0197
5,1368, 2,4502, 1,0737, 9,9792
5,2066, 2,4658, 1,0839, 10,0207
5,0876, 2,4545, 1,0815, 9,9690
5,1407, 2,4887, 1,0800, 10,0314
4,9935, 2,4994, 1,0654, 9,9841
4,5283, 2,4814, 1,1156, 10,0743
3,1021, 2,6306, 1,7056, 11,6049
4,0524, 2,8076, 1,1551, 9,6052
4,6044, 2,4697, 1,1682, 9,6798
4,8701, 2,5014, 1,0985, 9,9563
4,8316, 2,4516, 1,0746, 9,8949
5,0159, 2,5604, 1,1741, 10,2152
4,5917, 2,9324, 1,0849, 10,2547
4,3752, 2,7925, 1,0741, 9,8217
4,4966, 2,4628, 1,1795, 9,7759
3,1216, 2,6983, 1,0800, 11,0524
4,8833, 2,4458, 1,0785, 9,7276
5,1344, 2,7486, 1,0732, 10,2830
4,8857, 2,4409, 1,0863, 9,6906
4,9340, 2,7822, 1,1312, 10,3805
4,6624, 2,6988, 1,0702, 9,8456
4,7994, 3,0558, 1,7641, 11,0500
3,4580, 2,4497, 1,0834, 8,6949
5,0891, 2,6106, 1,0917, 10,1470
2,9017, 2,4662, 1,0785, 10,7940
5,0759, 2,4404, 1,0746, 9,9539
5,0993, 2,4623, 1,0785, 10,0051
5,1539, 2,7559, 1,2204, 10,4561
4,3479, 2,4721, 1,0912, 9,5750
4,9579, 2,4604, 1,0790, 9,9436
5,0291, 2,6067, 1,0849, 10,1470
4,8818, 2,4336, 1,0654, 9,7720
5,1383, 2,4414, 1,0678, 9,9924
2,7354, 2,4653, 1,0839, 10,7813
5,1256, 2,4580, 1,0941, 9,9851
5,0876, 2,4565, 1,0839, 9,9817
5,1481, 3,1426, 1,0819, 10,6702
4,4518, 2,4643, 1,0624, 9,2824
5,1817, 2,4531, 1,0712, 9,9919
5,1880, 2,4872, 1,0722, 10,0299
5,0569, 2,4458, 1,0634, 9,9280
5,1729, 2,4667, 1,0693, 10,0163
3,4634, 2,4414, 1,1170, 10,8018
5,0700, 2,4419, 1,0941, 9,9670
5,1076, 2,4487, 1,0785, 9,9729
5,1525, 2,5218, 1,0688, 10,0572
5,0915, 2,4833, 1,0707, 9,9485
5,1622, 2,4901, 1,1088, 10,0480
4,8916, 2,4662, 1,0722, 9,9266
5,0671, 2,4843, 1,1112, 10,0421
5,0193, 2,4721, 1,0863, 9,9261
1,8460, 2,4692, 1,0829, 10,7804
5,0598, 2,4580, 1,1034, 9,9948
4,9013, 2,4424, 1,0673, 9,9280
5,1822, 2,5706, 1,0863, 10,1484
4,9062, 2,4375, 1,0688, 9,8310
5,1578, 2,4419, 1,0776, 9,9948
5,1076, 2,4409, 1,0659, 9,9661
5,1481, 2,4623, 1,0819, 10,0368
5,1281, 2,4375, 1,0683, 9,9475
2,7666, 2,4648, 1,0678, 10,7657
5,1432, 2,4458, 1,0698, 9,9641
5,1705, 2,4662, 1,0858, 10,0509
