4,9096, 2,3770, 1,0698, 9,8807
2,5101, 2,5408, 1,1141, 13302,3421
1,5822, 2,6057, 1,1019, 10,0197
4,6790, 2,3814, 1,0654, 9,7340
3,8076, 2,4146, 1,0639, 11,6707
4,9574, 3,3971, 1,1005, 11,0208
3,8808, 2,4619, 1,0878, 9,0357
3,6921, 2,4497, 1,0897, 10,8208
5,0613, 2,4511, 1,0707, 9,9719
5,1169, 2,4575, 1,0844, 10,0085
4,5069, 2,4560, 1,0800, 10,7774
5,1388, 2,4424, 1,1175, 10,0153
5,0291, 2,4970, 1,0819, 10,0095
4,3201, 2,4550, 1,1092, 10,8028
5,1208, 2,4380, 1,0756, 9,9324
5,1578, 2,4346, 1,1063, 10,0153
3,8174, 2,8232, 1,0868, 11,1851
4,6648, 3,0899, 1,0961, 10,2489
4,4357, 2,4833, 1,0800, 9,3585
3,9091, 2,4970, 1,0756, 10,8228
5,0837, 2,4502, 1,0693, 9,9178
5,1837, 2,4994, 1,0815, 10,0660
4,5898, 2,4711, 1,1721, 10,9042
4,6575, 2,4580, 1,0863, 9,8973
5,0652, 2,4521, 1,0766, 9,9602
4,3728, 2,5721, 1,1092, 11,0134
4,7941, 2,5569, 1,1409, 9,9197
4,8843, 2,4697, 1,1848, 9,9592
4,1665, 2,4594, 1,0790, 10,8047
5,1017, 2,4511, 6,9741, 15,8880
4,1017, 2,3770, 1,0610, 8,9757
4,0553, 2,3673, 1,0498, 10,6575
5,2051, 2,3604, 1,0498, 9,9802
5,1988, 2,3682, 1,0483, 9,9890
4,7316, 2,3677, 1,0790, 10,6819
5,0140, 2,3624, 1,0556, 9,9534
5,2919, 2,4063, 1,0595, 10,0343
4,4215, 2,4029, 1,0600, 10,6960
5,1676, 2,3814, 1,0610, 9,9768
5,1978, 2,3648, 1,0580, 9,9539
3,8735, 2,4121, 1,0663, 10,7228
5,1290, 2,5384, 1,0732, 10,1338
4,9676, 2,7534, 1,0712, 10,1811
3,9364, 2,4511, 1,1448, 10,8277
5,0598, 2,4701, 1,1068, 9,9934
4,8570, 2,4389, 1,0673, 9,8885
3,6960, 2,4326, 1,0800, 10,7492
5,1685, 2,4433, 1,0707, 9,9987
5,1027, 2,4409, 1,0707, 10,0017
4,2601, 2,4321, 1,1039, 10,7721
5,1251, 2,4311, 1,0688, 9,9495
5,2212, 2,4331, 1,0780, 10,0041
4,2913, 2,5365, 1,1234, 10,8959
4,8355, 2,4760, 1,0795, 9,8871
5,0540, 2,4580, 1,0868, 9,9934
3,0255, 2,3804, 1,0922, 10,7189
5,1422, 2,3770, 1,0561, 9,9685
5,1773, 2,3726, 1,0712, 9,9904
3,6662, 2,3921, 1,0590, 10,6897
5,2275, 2,3873, 1,0605, 9,9934
5,1485, 2,4804, 1,0776, 10,1284
3,6736, 2,3882, 1,0741, 10,9505
5,1164, 2,4219, 1,0912, 10,0353
5,0476, 2,5257, 1,2760, 10,2791
3,7720, 2,4380, 1,0766, 10,7628
4,8677, 2,4360, 1,0785, 9,9846
5,1266, 2,6364, 1,0732, 10,1943
3,7725, 2,4497, 1,0790, 10,7648
5,0447, 4,6585, 1,0615, 12,1866
2,8890, 2,3741, 1,0639, 7,7051
4,3650, 2,5959, 1,0790, 10,9803
4,8852, 2,4892, 1,1439, 9,9466
4,8540, 2,3731, 1,0571, 9,7837
4,1134, 2,3838, 1,0561, 10,6872
5,2251, 2,3648, 1,0595, 9,9529
5,2778, 2,3648, 1,0615, 9,9968
3,8140, 2,4199, 1,0561, 10,7131
5,2329, 2,3897, 1,0590, 9,9768
5,1617, 2,3731, 1,0566, 9,9563
